id,created_at,updated_at,name,name_en,detail,plo_level,deleted_at,curriculum_id,parent_plo_id
713,2025-03-20 13:18:33,2025-03-20 13:18:33,1,,"มีความซื่อสัตย์ มีวินัย ตรงต่อเวลา Demonstrate honesty, self-discipline and punctuality",1,,71,
1108,2025-06-09 17:07:49,2025-06-09 17:07:49,3,,PLO,1,,124,
52,2024-11-06 13:09:55,2024-11-06 13:09:55,2,,ประยุกต์ใช้ความรู้ทางการพยาบาลและการผดุงครรภ์ตลอดจนศาสตร์ที่เกี่ยวข้อง ในการสร้างสรรค์นวัตกรรมเพื่อปรับปรุงงานด้านการพยาบาลและยกระดับคุณภาพการพยาบาล,1,,8,
53,2024-11-06 13:09:55,2024-11-06 13:09:55,3,,แสดงออกถึงทักษะในการบริหารจัดการและมีแนวคิดของการเป็นผู้ประกอบการที่มีคุณภาพ,1,,8,
54,2024-11-06 13:09:55,2024-11-06 13:09:55,4,,แสดงออกถึงภาวะผู้นำและทำงานเป็นทีมได้,1,,8,
55,2024-11-06 13:09:55,2024-11-06 13:09:55,5,,แสดงออกถึงการเป็นผู้มีคุณธรรมจริยธรรม จรรยาบรรณวิชาชีพ มีกรอบแนวคิดแบบเติบโต และมีจิตอาสา,1,,8,
56,2024-11-06 13:09:55,2024-11-06 13:09:55,6,,สื่อสารโดยใช้ภาษาไทยและหรือภาษาอังกฤษได้อย่างมีประสิทธิภาพ,1,,8,
58,2024-11-06 13:16:26,2024-11-06 13:16:26,1,,ประยุกต์องค์ความรู้ทางการพยาบาลและศาสตร์ที่เกี่ยวข้อง และการใช้หลักฐานเชิงประจักษ์ในการปฏิบัติการพยาบาลและการพัฒนาคุณภาพการพยาบาลครอบคลุมประชากรของแขนงวิชาเฉพาะตามความเหมาะสมของบริบทและวัฒนธรรม,1,,10,
59,2024-11-06 13:16:26,2024-11-06 13:16:26,2,,สังเคราะห์/ริเริ่มแนวทางในการพัฒนาคุณภาพการปฏิบัติการพยาบาลเพื่อแก้ไขปัญหาด้านสุขภาพของประชากรตามความเหมาะสมของบริบทและวัฒนธรรม,1,,10,
60,2024-11-06 13:16:26,2024-11-06 13:16:26,3,,พัฒนางานวิจัยและนวัตกรรมเพื่อยกระดับคุณภาพการดูแลทางการพยาบาล รวมทั้งเผย แพร่ผลงานวิจัยในระดับชาติหรือนานาชาติ,1,,10,
61,2024-11-06 13:16:26,2024-11-06 13:16:26,4,,ประยุกต์ใช้เทคโนโลยีดิจิทัล และสารสนเทศในการปฏิบัติการพยาบาลและพัฒนาคุณภาพการพยาบาลที่สอดคล้องกับบริบทสังคมสมัยใหม่,1,,10,
62,2024-11-06 13:16:26,2024-11-06 13:16:26,5,,แสดงออกถึงภาวะผู้นำในการพัฒนาคุณภาพการพยาบาลบนพื้นฐานของคุณธรรม จริยธรรม และจรรยาบรรณวิชาชีพ,1,,10,
63,2024-11-06 13:18:32,2024-11-06 13:18:32,1,,วิเคราะห์และสังเคราะห์แนวคิดและทฤษฎีเกี่ยวข้องกับการป้องกันและควบคุมการติดเชื้อ สู่การออกแบบโครงการการป้องกันและควบคุมการติดเชื้อ,1,,11,
64,2024-11-06 13:18:32,2024-11-06 13:18:32,2,,ประยุกต์ใช้เทคโนโลยีสารสนเทศ นวัตกรรมหลักฐานเชิงประจักษ์ และงานวิจัยในการป้องกันและควบคุมการติดเชื้อ,1,,11,
65,2024-11-06 13:18:32,2024-11-06 13:18:32,3,,ริเริ่มพัฒนาและเผยแพร่งานวิจัยและนวัตกรรมเกี่ยวกับการป้องกันและควบคุมการติดเชื้อในระดับชาติหรือนานาชาติ โดยบูรณาการแนวคิด ทฤษฎีทางการพยาบาล และศาสตร์ที่เกี่ยวข้อง,1,,11,
66,2024-11-06 13:18:32,2024-11-06 13:18:32,4,,แสดงออกถึงภาวะผู้นำทางวิชาการและปฏิบัติตนตามหลักคุณธรรมจริยธรรมทางการพยาบาลในการป้องกันและควบคุมการติดเชื้อ,1,,11,
67,2024-11-06 13:18:32,2024-11-06 13:18:32,5,,ยกระดับคุณภาพการปฏิบัติการพยาบาลผู้ป่วยเฉพาะกลุ่มโรคติดเชื้อที่มีปัญหาสุขภาพซับซ้อน โดยใช้หลักฐานเชิงประจักษ์อย่างต่อเนื่อง,1,,11,
68,2024-11-06 13:18:32,2024-11-06 13:18:32,6,,ประสานความร่วมมือกับภาคีเครือข่ายที่เกี่ยวข้องกับการป้องกันและควบคุมการติดเชื้อ,1,,11,
57,2024-11-06 13:12:55,2024-11-06 13:20:25,1,,ปฏิบัติการพยาบาลและการผดุงครรภ์ได้ตามมาตรฐานวิชาชีพในการดูแลผู้รับบริการที่มี ความหลากหลายโดยการใช้หลักฐานเชิงประจักษ์,1,,9,
69,2024-11-06 13:20:25,2024-11-06 13:20:25,2,,ประยุกต์ใช้ความรู้ทางการพยาบาลและการผดุงครรภ์ตลอดจนศาสตร์ที่เกี่ยวข้อง ในการสร้างสรรค์นวัตกรรมเพื่อปรับปรุงงานด้านการพยาบาลและยกระดับคุณภาพการพยาบาล,1,,9,
70,2024-11-06 13:20:25,2024-11-06 13:20:25,3,,แสดงออกถึงทักษะในการบริหารจัดการและมีแนวคิดของการเป็นผู้ประกอบการที่มีคุณภาพ,1,,9,
71,2024-11-06 13:20:25,2024-11-06 13:20:25,4,,แสดงออกถึงภาวะผู้นำและทำงานเป็นทีมได้,1,,9,
72,2024-11-06 13:20:25,2024-11-06 13:20:25,5,,แสดงออกถึงการเป็นผู้มีคุณธรรมจริยธรรม จรรยาบรรณวิชาชีพ มีกรอบแนวคิดแบบเติบโต และมีจิตอาสา,1,,9,
73,2024-11-06 13:20:25,2024-11-06 13:20:25,6,,สื่อสารโดยใช้ภาษาไทยและหรือภาษาอังกฤษได้อย่างมีประสิทธิภาพ,1,,9,
74,2024-11-06 13:21:49,2024-11-06 13:21:49,1,,ประยุกต์องค์ความรู้ทางการบริหารทางการพยาบาลและองค์ความรู้สมัยใหม่เพื่อผลักดันองค์กรสุขภาพสู่ความเป็นเลิศ,1,,13,
75,2024-11-06 13:21:49,2024-11-06 13:21:49,2,,ดำเนินการวิจัยเพื่อพัฒนาองค์ความรู้และนวัตกรรมทางการบริหารทางการพยาบาลและระบบบริการสุขภาพ,1,,13,
76,2024-11-06 13:21:49,2024-11-06 13:21:49,3,,แสดงออกถึงภาวะผู้นำอย่างมืออาชีพ เพื่อนำการเปลี่ยนแปลงและพัฒนาองค์กรสุขภาพในยุคดิจิทัล,1,,13,
77,2024-11-06 13:21:50,2024-11-06 13:21:50,4,,ประยุกต์ใช้เทคโนโลยีดิจิทัลและเทคโนโลยีสารสนเทศเพื่อพัฒนาการบริหารทางการพยาบาลและระบบบริการสุขภาพได้อย่างมีประสิทธิภาพและประสิทธิผล,1,,13,
78,2024-11-06 13:21:50,2024-11-06 13:21:50,5,,ปฏิบัติตามหลักคุณธรรม จริยธรรม และจรรยาบรรณทั้งเชิงวิชาชีพและวิชาการที่สอดคล้องกับบรรทัดฐานของสังคม,1,,13,
248,2024-11-06 14:22:04,2024-11-06 14:22:04,7,,สามารถทำการวิจัยทางด้านการแพทย์ได้อย่างถูกต้องตามหลักวิชาการ,1,,31,
79,2024-11-06 13:24:47,2024-11-06 14:45:49,1,,xx,1,,14,
80,2024-11-06 13:24:47,2024-11-06 14:45:49,2,,xx,1,,14,
81,2024-11-06 13:24:47,2024-11-06 14:45:49,3,,พัฒนางานวิจัยและ/หรือนวัตกรรมทางการผดุงครรภ์ เพื่อการปรับปรุงและพัฒนาคุณภาพการปฏิบัติการผดุงครรภ์,1,,14,
82,2024-11-06 13:24:47,2024-11-06 14:45:49,4,,xx,1,,14,
84,2024-11-06 13:26:56,2024-11-06 13:26:56,6,,xx,1,,14,
89,2024-11-06 13:28:38,2024-11-06 13:28:38,1,,วิเคราะห์และสังเคราะห์แนวคิด ทฤษฎี และหลักฐานเชิงประจักษ์ที่เกี่ยวข้องกับการดูแลเด็กที่มีปัญหาสุขภาพซับซ้อนมาใช้ในการพยาบาลเด็กโดยคำนึงถึงความแตกต่างทางวัฒนธรรม,1,,15,
90,2024-11-06 13:28:38,2024-11-06 13:28:38,2,,ประยุกต์ใช้หลักจิตวิทยาการพัฒนาการในการดูแลเด็กสุขภาพดีและ/หรือเด็กป่วยที่มีปัญหาสุขภาพซับซ้อน,1,,15,
91,2024-11-06 13:28:38,2024-11-06 13:28:38,3,,สร้างและเผยแพร่ผลงานวิจัยทางการพยาบาลเด็กสุขภาพดีและ/หรือเด็กป่วยที่มีปัญหาสุขภาพที่ซับซ้อน,1,,15,
92,2024-11-06 13:28:38,2024-11-06 13:28:38,4,,ใช้แพลตฟอร์มเทคโนโลยีสารสนเทศในการสืบค้น สื่อสาร และจัดการข้อมูลเพื่อพัฒนาคุณภาพการพยาบาลเด็กสุขภาพดีและ/หรือเด็กป่วยที่มีปัญหาสุขภาพซับซ้อนได้อย่างสร้างสรรค์,1,,15,
93,2024-11-06 13:28:38,2024-11-06 13:28:38,5,,แสดงภาวะผู้นำทางวิชาการ และปฏิบัติตนตามหลักคุณธรรม จริยธรรมทางการพยาบาลในการพยาบาลเด็ก,1,,15,
94,2024-11-06 13:28:38,2024-11-06 13:28:38,6,,ประสานงานและทำงานร่วมกับทีมสหสาขาวิชาชีพในการพยาบาลเด็กอย่างมีประสิทธิภาพ,1,,15,
95,2024-11-06 13:30:38,2024-11-06 13:30:38,1,,ประเมินภาวะสุขภาพ วินิจฉัยแยกโรค และรักษาโรคเบื้องต้นโดยใช้วิทยาการที่ทันสมัยทางพยาบาลเวชปฏิบัติชุมชน,1,,16,
96,2024-11-06 13:30:38,2024-11-06 13:30:38,2,,บูรณาการศาสตร์ทางการพยาบาล หลักฐานเชิงประจักษ์ และแนวทางเวชปฏิบัติชุมชน เพื่อส่งเสริมสุขภาพ ป้องกันโรค และฟื้นฟูสมรรถภาพให้เหมาะสมกับกลุ่มคน ครอบครัว และชุมชน,1,,16,
97,2024-11-06 13:30:38,2024-11-06 13:30:38,3,,ออกแบบการใช้นวัตกรรมสุขภาพชุมชนในการปฏิบัติวิชาชีพการพยาบาล และการจัดการ รายกรณีในทุกกลุ่มวัยได้อย่างมีประสิทธิภาพ,1,,16,
98,2024-11-06 13:30:38,2024-11-06 13:30:38,4,,ปฏิบัติตามหลักคุณธรรม จริยธรรม และจรรยาบรรณวิชาชีพตามสมรรถนะของพยาบาล เวชปฏิบัติชุมชน,1,,16,
99,2024-11-06 13:30:38,2024-11-06 13:30:38,5,,แสดงออกถึงภาวะผู้นำเพื่อการเปลี่ยนแปลงในการดูแลสุขภาพชุมชนทุกกลุ่มวัย,1,,16,
100,2024-11-06 13:30:38,2024-11-06 13:30:38,6,,ผลิตงานวิจัยหรือนวัตกรรม เพื่อนำผลการวิจัยไปใช้ในการให้บริการสุขภาพชุมชนอย่างต่อเนื่องและยั่งยืน,1,,16,
101,2024-11-06 13:32:33,2024-11-06 13:32:33,1,,ประเมินภาวะสุขภาพ วินิจฉัยแยกโรค และรักษาโรคเบื้องต้นในผู้สูงอายุโดยใช้องค์ความรู้และวิทยาการที่เกี่ยวข้องกับผู้สูงอายุคัดกรองปัญหาสุขภาพฉุกเฉิน และวิกฤติของผู้สูงอายุ,1,,17,
102,2024-11-06 13:32:33,2024-11-06 13:32:33,2,,ประเมินภาวะสุขภาพ วินิจฉัยแยกโรค และรักษาโรคเบื้องต้นในผู้สูงอายุโดยใช้องค์ความรู้และวิทยาการที่เกี่ยวข้องกับผู้สูงอายุวินิจฉัยปัญหาสุขภาพฉุกเฉินและวิกฤติของผู้สูงอายุ,1,,17,
103,2024-11-06 13:32:33,2024-11-06 13:32:33,3,,ประเมินภาวะสุขภาพ วินิจฉัยแยกโรค และรักษาโรคเบื้องต้นในผู้สูงอายุโดยใช้องค์ความรู้และวิทยาการที่เกี่ยวข้องกับผู้สูงอายุให้การรักษาพยาบาลโรคเบื้องต้นด้วยยา การทำหัตถการทางการแพทย์ และการส่งต่อการติดตามประเมินผล,1,,17,
104,2024-11-06 13:32:33,2024-11-06 13:32:33,4,,บูรณาการศาสตร์ทางการพยาบาล และศาสตร์ที่เกี่ยวข้อง ในการดูแลผู้สูงอายุในทุกระยะสุขภาพ ประเมินผู้สูงอายุแบบครอบคลุมแบบองค์รวม,1,,17,
105,2024-11-06 13:33:11,2024-11-06 13:33:11,5,,xx,1,,17,
106,2024-11-06 13:33:11,2024-11-06 13:33:11,6,,xx,1,,17,
107,2024-11-06 13:33:11,2024-11-06 13:33:11,7,,xx,1,,17,
116,2024-11-06 13:34:28,2024-11-06 13:34:28,1,,บูรณาการศาสตร์ด้านการพยาบาลเวชปฏิบัติอาชีวอนามัยและศาสตร์ที่เกี่ยวข้องมาใช้ในการดูแลสุขภาพคนทำงานอย่างเป็นระบบ,1,,18,
117,2024-11-06 13:34:28,2024-11-06 13:34:28,2,,จัดการภาวะสุขภาพของคนทำงานโดยใช้กระบวนการพยาบาลบนพื้นฐานความรู้เชิงประจักษ์และใช้เทคโนโลยีดิจิทัลอย่างสร้างสรรค์,1,,18,
118,2024-11-06 13:34:28,2024-11-06 13:34:28,3,,ให้บริการด้านการพยาบาลเวชปฏิบัติอาชีวอนามัยแบบองค์รวมตามความหลากหลายของบริบทการทำงาน,1,,18,
119,2024-11-06 13:34:28,2024-11-06 13:34:28,4,,ทำวิจัยและ/หรือพัฒนานวัตกรรมด้านการพยาบาลเวชปฏิบัติอาชีวอนามัยเพื่อยกระดับคุณภาพชีวิตคนทำงาน,1,,18,
120,2024-11-06 13:34:28,2024-11-06 13:34:28,5,,แสดงออกถึงภาวะผู้นำทางวิชาการและวิชาชีพด้านการพยาบาลเวชปฏิบัติอาชีวอนามัย,1,,18,
121,2024-11-06 13:34:28,2024-11-06 13:34:28,6,,ประสานความร่วมมือกับผู้มีส่วนได้ส่วนเสียและเครือข่ายสหวิชาชีพในการจัดบริการอาชีวอนามัยให้กับคนทำงานได้อย่างมีประสิทธิภาพ,1,,18,
122,2024-11-06 13:34:28,2024-11-06 13:34:28,7,,ปฏิบัติตนภายใต้มาตรฐานและจรรยาบรรณวิชาชีพการพยาบาล,1,,18,
123,2024-11-06 13:36:25,2024-11-06 13:36:25,1,,ส่งเสริม ป้องกัน บำบัด ฟื้นฟูผู้ที่มีปัญหาทางจิตเวชและสุขภาพจิตในทุกช่วงวัยโดยใช้ กระบวนการพยาบาล แนวคิดการพยาบาลแบบองค์รวม และการใช้หลักฐานเชิงประจักษ์ ตามมาตรฐานวิชาชีพรวมทั้งจรรยาบรรณทางวิชาการ เพื่อยกระดับคุณภาพการพยาบาลมุ่งสู่ความเป็นเลิศ,1,,21,
124,2024-11-06 13:36:25,2024-11-06 13:36:25,2,,ทำวิจัย พัฒนานวัตกรรมและนำผลงานวิจัยและนวัตกรรมไปใช้ ในการส่งเสริมป้องกัน บำบัดฟื้นฟูผู้ที่มีปัญหาทางจิตเวชและสุขภาพจิตสำหรับทุกช่วงวัย,1,,21,
125,2024-11-06 13:36:25,2024-11-06 13:36:25,3,,บูรณาการและถ่ายทอดองค์ความรู้ที่เกี่ยวข้องทางการพยาบาลจิตเวชและสุขภาพจิต ในการส่งเสริมป้องกัน บำบัดฟื้นฟูผู้ที่มีปัญหาทางจิตเวชและสุขภาพจิตในทุกช่วงวัย,1,,21,
172,2024-11-06 13:56:48,2024-11-06 13:56:48,6,,ใช้โปรแกรมคอมพิวเตอร์สำเร็จรูปพื้นฐานในการทำงาน,1,,23,
126,2024-11-06 13:36:25,2024-11-06 13:36:25,4,,แสดงออกถึงการเป็นผู้นำการเปลี่ยนแปลง ประสานความร่วมมือกับภาคีเครือข่ายที่เกี่ยวข้อง และสามารถริเริ่มการเป็นผู้ประกอบการทางการพยาบาลจิตเวชและสุขภาพจิตในการส่งเสริมป้องกัน บำบัดฟื้นฟูผู้ที่มีปัญหาทางจิตเวชและสุขภาพจิตในทุกช่วงวัย,1,,21,
127,2024-11-06 13:37:04,2024-11-06 13:37:04,5,,xxx,1,,21,
128,2024-11-06 13:38:41,2024-11-06 13:38:41,1,,สังเคราะห์ความรู้ที่ลึกซึ้งและทันสมัยของศาสตร์ทางการพยาบาล ศาสตร์อื่นที่เกี่ยวข้อง และศาสตร์ทางการวิจัย ในการพัฒนาและจัดการปัญหาสุขภาพที่สำคัญและซับซ้อนของประชาชนในระดับชาติและนานาชาติ,1,,19,
129,2024-11-06 13:38:41,2024-11-06 13:38:41,2,,ออกแบบและดําเนินการวิจัยที่สร้างองค์ความรู้ใหม่ต่อวิชาชีพและระบบสุขภาพเพื่อส่งเสริมคุณภาพชีวิตของประชาชนแบบบูรณาการและส่งผลกระทบเชิงกว้างต่อนโยบาย,1,,19,
130,2024-11-06 13:38:41,2024-11-06 13:38:41,3,,มีภาวะผู้นํา สามารถนำการเปลี่ยนแปลงทางวิชาการและวิชาชีพ,1,,19,
131,2024-11-06 13:38:41,2024-11-06 13:38:41,4,,ใช้เทคโนโลยีดิจิทัลอย่างมีประสิทธิภาพเพื่อปรับปรุงคุณภาพและระบบการพยาบาล,1,,19,
132,2024-11-06 13:38:41,2024-11-06 13:38:41,5,,แสดงออกถึงจริยธรรมและจรรยาบรรณทางวิชาการ การวิจัยและวิชาชีพ,1,,19,
243,2024-11-06 14:22:04,2024-11-06 14:22:04,2,,สามารถวิเคราะห์องค์ความรู้พื้นฐานทางการแพทย์เกี่ยวกับโครงสร้างและกลไกการทำงานของร่างกายมนุษย์,1,,31,
244,2024-11-06 14:22:04,2024-11-06 14:22:04,3,,สามารถประยุกต์ใช้ความรู้และทักษะทางคลินิกในการรักษาผู้ป่วยได้อย่างสมเหตุสมผล,1,,31,
245,2024-11-06 14:22:04,2024-11-06 14:22:04,4,,สามารถบูรณาการความรู้ทางคลินิก หลักการเพื่อความปลอดภัยของผู้ป่วยและคิดเชิงวิพากษ์ได้อย่างเหมาะสม,1,,31,
246,2024-11-06 14:22:04,2024-11-06 14:22:04,5,,สามารถใช้เทคโนโลยีสารสนเทศและแพลตฟอร์มดิจิทัลในการค้นคว้าสารสนเทศในทางวิชาการและสำหรับการรักษาผู้ป่วยได้อย่างเป็นระบบ,1,,31,
247,2024-11-06 14:22:04,2024-11-06 14:22:04,6,,มีทักษะในการสื่อสาร ความเป็นผู้นํา และมีความยืดหยุ่นในการปฏิบัติงานร่วมกับผู้ป่วย บุคคลแวดล้อม และบุคลากรทางการแพทย์อื่น ๆ,1,,31,
173,2024-11-06 13:56:48,2024-11-06 13:56:48,7,,มีทักษะในการสื่อสาร เขียนรายงาน และการนำเสนอ ทั้งภาษาไทยและภาษาต่างประเทศ,1,,23,
139,2024-11-06 13:43:19,2024-11-07 09:02:12,2,,แสดงออกถึงการเป็นผู้นำการเปลี่ยนแปลงในการพัฒนาระบบบริการและ/หรือคุณภาพการพยาบาลผู้ป่วยผู้ใหญ่และผู้สูงอายุ,1,,12,
140,2024-11-06 13:43:19,2024-11-07 09:02:12,3,,สร้างและเผยแพร่วิจัยและ/หรือนวัตกรรมอย่างมีจริยธรรม เพื่อพัฒนาระบบบริการและ/หรือคุณภาพการพยาบาลผู้ป่วยผู้ใหญ่และผู้สูงอายุ,1,,12,
141,2024-11-06 13:43:19,2024-11-07 09:02:12,4,,ประยุกต์ใช้เทคโนโลยีดิจิทัลและจัดการสารสนเทศอย่างสร้างสรรค์เพื่อพัฒนาระบบบริการและ/หรือคุณภาพการพยาบาลผู้ป่วยผู้ใหญ่และผู้สูงอายุ,1,,12,
145,2024-11-06 13:45:54,2024-11-07 09:02:12,5,,สื่อสารอย่างสร้างสรรค์และมีประสิทธิภาพกับผู้ป่วยผู้ใหญ่และผู้สูงอายุและครอบครัว และทีมสหสาขาวิชาชีพ,1,,12,
146,2024-11-06 13:45:54,2024-11-07 09:02:12,6,,เป็นแบบอย่างที่ดีของผู้มีจรรยาบรรณทางวิชาการและวิชาชีพ,1,,12,
714,2025-03-20 13:18:33,2025-03-20 13:18:33,2,,มีความรับผิดชอบต่อตนเองและสังคม Demonstrate self and social responsibility,1,,71,
715,2025-03-20 13:18:33,2025-03-20 13:18:33,3,,จัดการประเด็นหรือปัญหาทางจริยธรรมได้อย่างเหมาะสม Able to properly manage ethical issues or problems,1,,71,
716,2025-03-20 13:18:33,2025-03-20 13:18:33,4,,"แสดงออกถึงการเคารพสิทธิ  เห็นคุณค่า ความแตกต่างด้านเชื้อชาติ ศาสนา และวัฒนธรรม และศักดิ์ศรีของความเป็นมนุษย์ Demonstrate respect for rights of others, values ethnics, religion, and cultural diversity, and dignity of human being",1,,71,
717,2025-03-20 13:18:33,2025-03-20 13:18:33,5,,"แสดงออกถึงการมีจิตสาธารณะ คำนึงถึงส่วนรวมและสังคม Demonstrate public mind, concerning for public and society",1,,71,
718,2025-03-20 13:18:33,2025-03-20 13:18:33,6,,"แสดงออกถึงการมีทัศนคติที่ดีต่อวิชาชีพการพยาบาล ตระหนักในคุณค่า และสิทธิของพยาบาล Demonstrate good attitude towards nursing profession, awareness of nurses’ values and rights",1,,71,
817,2025-05-09 16:05:56,2025-05-09 16:05:56,31.3,,ประเมินภาวะสุขภาพ วินิจฉัยแยกโรค และรักษาโรคเบื้องต้นในผู้สูงอายุโดยใช้องค์ความรู้และวิทยาการที่เกี่ยวข้องกับผู้สูงอายุให้การรักษาพยาบาลโรคเบื้องต้นด้วยยา การทำหัตถการทางการแพทย์ และการส่งต่อการติดตามประเมินผล,2,,61,787
167,2024-11-06 13:56:48,2024-11-06 13:56:48,1,,อธิบายแนวคิดและทฤษฎีเกี่ยวกับเครื่องมือในการทำความเข้าใจองค์ประกอบในความสัมพันธ์ระหว่างประเทศ,1,,23,
168,2024-11-06 13:56:48,2024-11-06 13:56:48,2,,ประเมินสถานการณ์ ฉากทัศน์ และปทัสถานในความสัมพันธ์ระหว่างประเทศ,1,,23,
169,2024-11-06 13:56:48,2024-11-06 13:56:48,3,,อธิบายและอภิปรายเรื่องเป้าหมายการพัฒนาอย่างยั่งยืน ในระดับท้องถิ่น ประเทศ ภูมิภาค และโลก,1,,23,
170,2024-11-06 13:56:48,2024-11-06 13:56:48,4,,วิเคราะห์และประยุกต์ความรู้ด้านความสัมพันธ์ระหว่างประเทศกับทฤษฎีด้านความสัมพันธ์ระหว่างประเทศได้,1,,23,
171,2024-11-06 13:56:48,2024-11-06 13:56:48,5,,วางแผนและพัฒนาโครงงานและ/หรืองานวิจัยทางด้านความสัมพันธ์ระหว่างประเทศ,1,,23,
157,2024-11-06 13:53:56,2024-11-12 12:46:21,2,,แสดงทักษะการสื่อสาร การทำงานเป็นทีม และการเรียนรู้ตลอดชีวิต,1,,22,
158,2024-11-06 13:53:56,2024-11-12 12:46:21,3,,แสดงทักษะพลเมืองโลก,1,,22,
1109,2025-06-09 17:18:48,2025-06-09 17:18:48,1,,PLO,1,,125,
1110,2025-06-09 17:18:48,2025-06-09 17:18:48,2,,PLO,1,,125,
174,2024-11-06 13:56:48,2024-11-06 13:56:48,8,,ตระหนักรู้และเคารพในจริยธรรม และค่านิยมสากล มีทักษะด้านความเข้าใจด้านต่างวัฒนธรรม ต่างกระบวนทัศน์,1,,23,
175,2024-11-06 13:56:48,2024-11-06 13:56:48,9,,ใช้สื่ออย่างรู้เท่าทันและมีความรับผิดชอบ,1,,23,
189,2024-11-06 14:01:46,2024-11-06 14:01:46,1,,วิเคราะห์และประยุกต์ใช้องค์ความรู้ด้านการผลิตสื่อร่วมสมัยและทักษะจำเป็นพื้นฐานสำหรับงานภาพยนตร์ดิจิทัลบนฐานความต้องการของผู้บริโภค อุตสาหกรรมภาพยนตร์ และบริบททางสังคมได้อย่างเหมาะสม,1,,25,
719,2025-03-20 13:18:33,2025-03-20 13:18:33,7,,"แสดงออกถึงการมีความรอบรู้และความเข้าใจในสาระสำคัญของศาสตร์ที่เป็นพื้นฐานชีวิตทั้งด้านสังคมศาสตร์ มนุษยศาสตร์ วิทยาศาสตร์ คณิตศาสตร์ และวิทยาศาสตร์สุขภาพ  รวมถึงศาสตร์อื่นที่ส่งเสริมการพัฒนาทักษะแห่งศตวรรษ 21 ตลอดถึงความเป็นมนุษย์ที่สมบูรณ์และความเป็นพลเมืองโลกDemonstrate literacy and understanding of basic life science core contents including social science, human science, science, mathematics, and health sciences as well as other sciences which promote 21st century skills, humanity, and global citizenship",1,,71,
720,2025-03-20 13:18:33,2025-03-20 13:18:33,8,,แสดงออกถึงการมีความรู้และความเข้าใจในสาระสำคัญของหลักฐานเชิงประจักษ์ที่เกี่ยวข้องกับศาสตร์ทางวิชาชีพการพยาบาลและการผดุงครรภ์ที่เป็นปัจจุบันอย่างกว้างขวางและเป็นระบบDemonstrate knowledge and understanding of core evidences related to updated nursing and midwifery science broadly and systematically,1,,71,
