id,created_at,updated_at,no,category,deleted_at,course_id,plo_id,description
47,2024-11-09 07:48:04,2024-11-09 07:48:04,3,,,47,,Add description...
48,2024-11-09 07:48:04,2024-11-09 07:48:04,1,,,48,,Add description...
49,2024-11-09 07:48:04,2024-11-09 07:48:04,2,,,48,,Add description...
50,2024-11-09 07:48:04,2024-11-09 07:48:04,3,,,48,,Add description...
51,2024-11-09 07:48:04,2024-11-09 07:48:04,1,,,49,,Add description...
52,2024-11-09 07:48:04,2024-11-09 07:48:04,2,,,49,,Add description...
53,2024-11-09 07:48:05,2024-11-09 07:48:05,3,,,49,,Add description...
54,2024-11-09 07:48:05,2024-11-09 07:48:05,1,,,50,,Add description...
55,2024-11-09 07:48:05,2024-11-09 07:48:05,2,,,50,,Add description...
56,2024-11-09 07:48:05,2024-11-09 07:48:05,3,,,50,,Add description...
81,2024-11-09 07:50:54,2024-11-09 07:50:54,1,,,51,,Add description...
82,2024-11-09 07:50:54,2024-11-09 07:50:54,2,,,51,,Add description...
83,2024-11-09 07:50:54,2024-11-09 07:50:54,3,,,51,,Add description...
84,2024-11-09 07:50:54,2024-11-09 07:50:54,1,,,52,,Add description...
85,2024-11-09 07:50:54,2024-11-09 07:50:54,2,,,52,,Add description...
86,2024-11-09 07:50:54,2024-11-09 07:50:54,3,,,52,,Add description...
87,2024-11-09 07:50:54,2024-11-09 07:50:54,1,,,53,,Add description...
88,2024-11-09 07:50:54,2024-11-09 07:50:54,2,,,53,,Add description...
89,2024-11-09 07:50:54,2024-11-09 07:50:54,3,,,53,,Add description...
90,2024-11-09 07:50:54,2024-11-09 07:50:54,1,,,54,,Add description...
91,2024-11-09 07:50:54,2024-11-09 07:50:54,2,,,54,,Add description...
92,2024-11-09 07:50:54,2024-11-09 07:50:54,3,,,54,,Add description...
93,2024-11-09 07:50:54,2024-11-09 07:50:54,1,,,55,,Add description...
94,2024-11-09 07:50:54,2024-11-09 07:50:54,2,,,55,,Add description...
95,2024-11-09 07:50:54,2024-11-09 07:50:54,3,,,55,,Add description...
96,2024-11-09 07:50:54,2024-11-09 07:50:54,1,,,56,,Add description...
97,2024-11-09 07:50:54,2024-11-09 07:50:54,2,,,56,,Add description...
98,2024-11-09 07:50:54,2024-11-09 07:50:54,3,,,56,,Add description...
99,2024-11-09 07:50:54,2024-11-09 07:50:54,1,,,57,,Add description...
100,2024-11-09 07:50:54,2024-11-09 07:50:54,2,,,57,,Add description...
101,2024-11-09 07:50:54,2024-11-09 07:50:54,3,,,57,,Add description...
102,2024-11-09 07:50:54,2024-11-09 07:50:54,1,,,58,,Add description...
103,2024-11-09 07:50:54,2024-11-09 07:50:54,2,,,58,,Add description...
104,2024-11-09 07:50:54,2024-11-09 07:50:54,3,,,58,,Add description...
105,2024-11-09 07:51:22,2024-11-09 07:51:22,1,,,59,,Add description...
106,2024-11-09 07:51:22,2024-11-09 07:51:22,2,,,59,,Add description...
107,2024-11-09 07:51:22,2024-11-09 07:51:22,3,,,59,,Add description...
108,2024-11-09 07:51:22,2024-11-09 07:51:22,1,,,60,,Add description...
109,2024-11-09 07:51:22,2024-11-09 07:51:22,2,,,60,,Add description...
110,2024-11-09 07:51:22,2024-11-09 07:51:22,3,,,60,,Add description...
111,2024-11-09 07:51:22,2024-11-09 07:51:22,1,,,61,,Add description...
112,2024-11-09 07:51:22,2024-11-09 07:51:22,2,,,61,,Add description...
113,2024-11-09 07:51:22,2024-11-09 07:51:22,3,,,61,,Add description...
114,2024-11-09 07:51:22,2024-11-09 07:51:22,1,,,62,,Add description...
115,2024-11-09 07:51:22,2024-11-09 07:51:22,2,,,62,,Add description...
116,2024-11-09 07:51:22,2024-11-09 07:51:22,3,,,62,,Add description...
117,2024-11-09 07:51:22,2024-11-09 07:51:22,1,,,63,,Add description...
118,2024-11-09 07:51:22,2024-11-09 07:51:22,2,,,63,,Add description...
119,2024-11-09 07:51:22,2024-11-09 07:51:22,3,,,63,,Add description...
120,2024-11-09 07:51:23,2024-11-09 07:51:23,1,,,64,,Add description...
121,2024-11-09 07:51:23,2024-11-09 07:51:23,2,,,64,,Add description...
122,2024-11-09 07:51:23,2024-11-09 07:51:23,3,,,64,,Add description...
123,2024-11-09 07:51:23,2024-11-09 07:51:23,1,,,65,,Add description...
124,2024-11-09 07:51:23,2024-11-09 07:51:23,2,,,65,,Add description...
125,2024-11-09 07:51:23,2024-11-09 07:51:23,3,,,65,,Add description...
126,2024-11-09 07:51:23,2024-11-09 07:51:23,1,,,66,,Add description...
127,2024-11-09 07:51:23,2024-11-09 07:51:23,2,,,66,,Add description...
128,2024-11-09 07:51:23,2024-11-09 07:51:23,3,,,66,,Add description...
129,2024-11-09 14:51:12,2024-11-09 14:51:12,1,,,67,,Add description...
130,2024-11-09 14:51:12,2024-11-09 14:51:12,2,,,67,,Add description...
131,2024-11-09 14:51:12,2024-11-09 14:51:12,3,,,67,,Add description...
132,2024-11-09 14:51:12,2024-11-09 14:51:12,1,,,68,,Add description...
133,2024-11-09 14:51:12,2024-11-09 14:51:12,2,,,68,,Add description...
134,2024-11-09 14:51:12,2024-11-09 14:51:12,3,,,68,,Add description...
135,2024-11-09 14:51:12,2024-11-09 14:51:12,1,,,69,,Add description...
136,2024-11-09 14:51:12,2024-11-09 14:51:12,2,,,69,,Add description...
137,2024-11-09 14:51:12,2024-11-09 14:51:12,3,,,69,,Add description...
138,2024-11-09 14:51:12,2024-11-09 14:51:12,1,,,70,,Add description...
139,2024-11-09 14:51:12,2024-11-09 14:51:12,2,,,70,,Add description...
140,2024-11-09 14:51:12,2024-11-09 14:51:12,3,,,70,,Add description...
141,2024-11-09 14:51:12,2024-11-09 14:51:12,1,,,71,,Add description...
142,2024-11-09 14:51:12,2024-11-09 14:51:12,2,,,71,,Add description...
143,2024-11-09 14:51:12,2024-11-09 14:51:12,3,,,71,,Add description...
144,2024-11-09 14:51:12,2024-11-09 14:51:12,1,,,72,,Add description...
145,2024-11-09 14:51:12,2024-11-09 14:51:12,2,,,72,,Add description...
146,2024-11-09 14:51:12,2024-11-09 14:51:12,3,,,72,,Add description...
147,2024-11-09 14:52:06,2024-11-09 14:52:06,1,,,73,,Add description...
148,2024-11-09 14:52:06,2024-11-09 14:52:06,2,,,73,,Add description...
149,2024-11-09 14:52:06,2024-11-09 14:52:06,3,,,73,,Add description...
150,2024-11-09 14:52:06,2024-11-09 14:52:06,1,,,74,,Add description...
151,2024-11-09 14:52:06,2024-11-09 14:52:06,2,,,74,,Add description...
152,2024-11-09 14:52:06,2024-11-09 14:52:06,3,,,74,,Add description...
153,2024-11-09 14:52:06,2024-11-09 14:52:06,1,,,75,,Add description...
154,2024-11-09 14:52:06,2024-11-09 14:52:06,2,,,75,,Add description...
155,2024-11-09 14:52:06,2024-11-09 14:52:06,3,,,75,,Add description...
156,2024-11-09 14:52:06,2024-11-09 14:52:06,1,,,76,,Add description...
157,2024-11-09 14:52:06,2024-11-09 14:52:06,2,,,76,,Add description...
158,2024-11-09 14:52:06,2024-11-09 14:52:06,3,,,76,,Add description...
159,2024-11-09 14:52:06,2024-11-09 14:52:06,1,,,77,,Add description...
160,2024-11-09 14:52:06,2024-11-09 14:52:06,2,,,77,,Add description...
161,2024-11-09 14:52:06,2024-11-09 14:52:06,3,,,77,,Add description...
162,2024-11-09 14:52:06,2024-11-09 14:52:06,1,,,78,,Add description...
163,2024-11-09 14:52:06,2024-11-09 14:52:06,2,,,78,,Add description...
164,2024-11-09 14:52:06,2024-11-09 14:52:06,3,,,78,,Add description...
165,2024-11-09 14:52:06,2024-11-09 14:52:06,1,,,79,,Add description...
166,2024-11-09 14:52:06,2024-11-09 14:52:06,2,,,79,,Add description...
167,2024-11-09 14:52:06,2024-11-09 14:52:06,3,,,79,,Add description...
168,2024-11-09 14:52:06,2024-11-09 14:52:06,1,,,80,,Add description...
169,2024-11-09 14:52:06,2024-11-09 14:52:06,2,,,80,,Add description...
170,2024-11-09 14:52:06,2024-11-09 14:52:06,3,,,80,,Add description...
171,2024-11-09 14:54:13,2024-11-09 14:54:13,1,,,81,,Add description...
172,2024-11-09 14:54:13,2024-11-09 14:54:13,2,,,81,,Add description...
173,2024-11-09 14:54:13,2024-11-09 14:54:13,3,,,81,,Add description...
174,2024-11-09 14:54:13,2024-11-09 14:54:13,1,,,82,,Add description...
175,2024-11-09 14:54:13,2024-11-09 14:54:13,2,,,82,,Add description...
176,2024-11-09 14:54:13,2024-11-09 14:54:13,3,,,82,,Add description...
177,2024-11-09 14:54:13,2024-11-09 14:54:13,1,,,83,,Add description...
178,2024-11-09 14:54:13,2024-11-09 14:54:13,2,,,83,,Add description...
179,2024-11-09 14:54:13,2024-11-09 14:54:13,3,,,83,,Add description...
192,2024-11-09 14:54:13,2024-11-09 14:54:13,1,,,88,,Add description...
193,2024-11-09 14:54:13,2024-11-09 14:54:13,1,,,88,,Add description...
194,2024-11-09 14:54:13,2024-11-09 14:54:13,2,,,88,,Add description...
195,2024-11-09 14:54:13,2024-11-09 14:54:13,2,,,88,,Add description...
196,2024-11-09 14:54:13,2024-11-09 14:54:13,3,,,88,,Add description...
197,2024-11-09 14:54:13,2024-11-09 14:54:13,3,,,88,,Add description...
198,2024-11-09 14:54:13,2024-11-09 14:54:13,1,,,89,,Add description...
199,2024-11-09 14:54:13,2024-11-09 14:54:13,1,,,89,,Add description...
200,2024-11-09 14:54:13,2024-11-09 14:54:13,2,,,89,,Add description...
201,2024-11-09 14:54:13,2024-11-09 14:54:13,2,,,89,,Add description...
202,2024-11-09 14:54:13,2024-11-09 14:54:13,3,,,89,,Add description...
203,2024-11-09 14:54:13,2024-11-09 14:54:13,3,,,89,,Add description...
207,2024-11-09 14:55:13,2024-11-09 14:55:13,1,,,91,,Add description...
208,2024-11-09 14:55:13,2024-11-09 14:55:13,2,,,91,,Add description...
209,2024-11-09 14:55:13,2024-11-09 14:55:13,3,,,91,,Add description...
210,2024-11-09 14:55:13,2024-11-09 14:55:13,1,,,92,,Add description...
211,2024-11-09 14:55:13,2024-11-09 14:55:13,2,,,92,,Add description...
212,2024-11-09 14:55:13,2024-11-09 14:55:13,3,,,92,,Add description...
213,2024-11-09 14:55:13,2024-11-09 14:55:13,1,,,93,,Add description...
214,2024-11-09 14:55:13,2024-11-09 14:55:13,2,,,93,,Add description...
215,2024-11-09 14:55:13,2024-11-09 14:55:13,3,,,93,,Add description...
216,2024-11-09 14:55:13,2024-11-09 14:55:13,1,,,94,,Add description...
217,2024-11-09 14:55:13,2024-11-09 14:55:13,2,,,94,,Add description...
218,2024-11-09 14:55:13,2024-11-09 14:55:13,3,,,94,,Add description...
219,2024-11-09 14:55:13,2024-11-09 14:55:13,1,,,95,,Add description...
220,2024-11-09 14:55:13,2024-11-09 14:55:13,2,,,95,,Add description...
221,2024-11-09 14:55:13,2024-11-09 14:55:13,3,,,95,,Add description...
222,2024-11-09 14:55:13,2024-11-09 14:55:13,1,,,96,,Add description...
223,2024-11-09 14:55:13,2024-11-09 14:55:13,2,,,96,,Add description...
224,2024-11-09 14:55:13,2024-11-09 14:55:13,3,,,96,,Add description...
225,2024-11-09 14:55:13,2024-11-09 14:55:13,1,,,97,,Add description...
226,2024-11-09 14:55:13,2024-11-09 14:55:13,2,,,97,,Add description...
227,2024-11-09 14:55:13,2024-11-09 14:55:13,3,,,97,,Add description...
228,2024-11-09 14:55:13,2024-11-09 14:55:13,1,,,98,,Add description...
229,2024-11-09 14:55:13,2024-11-09 14:55:13,2,,,98,,Add description...
230,2024-11-09 14:55:13,2024-11-09 14:55:13,3,,,98,,Add description...
237,2024-11-09 15:01:47,2024-11-09 15:01:47,1,,,101,,Add description...
238,2024-11-09 15:01:47,2024-11-09 15:01:47,2,,,101,,Add description...
239,2024-11-09 15:01:47,2024-11-09 15:01:47,3,,,101,,Add description...
240,2024-11-09 15:01:47,2024-11-09 15:01:47,1,,,102,,Add description...
241,2024-11-09 15:01:47,2024-11-09 15:01:47,2,,,102,,Add description...
242,2024-11-09 15:01:47,2024-11-09 15:01:47,3,,,102,,Add description...
249,2024-11-09 15:03:27,2024-11-09 15:03:27,1,,,105,,Add description...
250,2024-11-09 15:03:27,2024-11-09 15:03:27,2,,,105,,Add description...
251,2024-11-09 15:03:27,2024-11-09 15:03:27,3,,,105,,Add description...
252,2024-11-09 15:03:28,2024-11-09 15:03:28,1,,,106,,Add description...
253,2024-11-09 15:03:28,2024-11-09 15:03:28,2,,,106,,Add description...
254,2024-11-09 15:03:28,2024-11-09 15:03:28,3,,,106,,Add description...
205,2024-11-09 14:54:13,2025-10-21 11:55:53,2,,,90,,ดำเนินการวิจัยโดยใช้ระเบียบวิธีวิจัยที่ถูกต้องเหมาะสม
234,2024-11-09 15:01:47,2025-10-21 14:25:33,1,,,100,,ปฏิบัติการประเมิน คัดกรอง และวินิจฉัยภาวะสุขภาพด้านร่างกายและจิตสังคมของสตรีในระยะก่อนตั้งครรภ์ ตั้งครรภ์ คลอด และหลังคลอด รวมถึงภาวะสุขภาพของทารกในครรภ์และทารกแรกเกิดได้
243,2024-11-09 15:01:47,2025-10-21 14:26:53,1,,,103,,วิเคราะห์องค์ความรู้ทางด้านแนวคิด ทฤษฎี ปรัชญา และหลักการเตรียมสตรีตั้งครรภ์และครอบครัวเพื่อการคลอด
182,2024-11-09 14:54:13,2025-10-21 14:43:36,3,,,84,,วิเคราะห์ปัญหาสุขภาพที่พบบ่อยในสตรีระยะตั้งครรภ์ ระยะคลอด ระยะหลังคลอด และระยะให้นมบุตรได้
186,2024-11-09 14:54:13,2025-10-21 14:46:45,1,,,86,,ประเมินและวิเคราะห์ปัญหาสุขภาพด้านร่างกาย จิตใจ และจิตวิญญาณในสตรีระยะการมีบุตร เด็กอายุต่ำกว่า 5 ปี ในภาวะปกติและเจ็บป่วยปกติ และเจ็บป่วยได้
190,2024-11-09 14:54:13,2025-10-21 15:12:49,2,,,87,,ระบุการจัดการทางการพยาบาลในผู้ใหญ่ที่มีปัญหาที่พบบ่อยในระบบสำคัญของร่างกาย
264,2024-11-09 15:03:28,2024-11-09 15:03:28,1,,,110,,Add description...
265,2024-11-09 15:03:28,2024-11-09 15:03:28,2,,,110,,Add description...
266,2024-11-09 15:03:28,2024-11-09 15:03:28,3,,,110,,Add description...
267,2024-11-09 15:03:28,2024-11-09 15:03:28,1,,,111,,Add description...
268,2024-11-09 15:03:28,2024-11-09 15:03:28,2,,,111,,Add description...
269,2024-11-09 15:03:28,2024-11-09 15:03:28,3,,,111,,Add description...
273,2024-11-09 15:03:57,2024-11-09 15:03:57,1,,,113,,Add description...
274,2024-11-09 15:03:57,2024-11-09 15:03:57,2,,,113,,Add description...
275,2024-11-09 15:03:57,2024-11-09 15:03:57,3,,,113,,Add description...
276,2024-11-09 15:03:57,2024-11-09 15:03:57,1,,,114,,Add description...
277,2024-11-09 15:03:57,2024-11-09 15:03:57,2,,,114,,Add description...
278,2024-11-09 15:03:58,2024-11-09 15:03:58,3,,,114,,Add description...
279,2024-11-09 15:03:58,2024-11-09 15:03:58,1,,,115,,Add description...
280,2024-11-09 15:03:58,2024-11-09 15:03:58,2,,,115,,Add description...
281,2024-11-09 15:03:58,2024-11-09 15:03:58,3,,,115,,Add description...
282,2024-11-09 15:03:58,2024-11-09 15:03:58,1,,,116,,Add description...
283,2024-11-09 15:03:58,2024-11-09 15:03:58,2,,,116,,Add description...
284,2024-11-09 15:03:58,2024-11-09 15:03:58,3,,,116,,Add description...
285,2024-11-09 15:03:58,2024-11-09 15:03:58,1,,,117,,Add description...
286,2024-11-09 15:03:58,2024-11-09 15:03:58,2,,,117,,Add description...
287,2024-11-09 15:03:58,2024-11-09 15:03:58,3,,,117,,Add description...
288,2024-11-09 15:03:58,2024-11-09 15:03:58,1,,,118,,Add description...
289,2024-11-09 15:03:58,2024-11-09 15:03:58,2,,,118,,Add description...
290,2024-11-09 15:03:58,2024-11-09 15:03:58,3,,,118,,Add description...
294,2024-11-09 15:03:58,2024-11-09 15:03:58,1,,,120,,Add description...
295,2024-11-09 15:03:58,2024-11-09 15:03:58,2,,,120,,Add description...
296,2024-11-09 15:03:58,2024-11-09 15:03:58,3,,,120,,Add description...
303,2024-11-09 15:04:53,2024-11-09 15:04:53,1,,,123,,Add description...
304,2024-11-09 15:04:53,2024-11-09 15:04:53,2,,,123,,Add description...
305,2024-11-09 15:04:53,2024-11-09 15:04:53,3,,,123,,Add description...
306,2024-11-09 15:04:53,2024-11-09 15:04:53,1,,,124,,Add description...
307,2024-11-09 15:04:53,2024-11-09 15:04:53,2,,,124,,Add description...
308,2024-11-09 15:04:53,2024-11-09 15:04:53,3,,,124,,Add description...
315,2024-11-09 15:04:53,2024-11-09 15:04:53,1,,,127,,Add description...
316,2024-11-09 15:04:53,2024-11-09 15:04:53,2,,,127,,Add description...
317,2024-11-09 15:04:53,2024-11-09 15:04:53,3,,,127,,Add description...
318,2024-11-09 15:04:53,2024-11-09 15:04:53,1,,,128,,Add description...
319,2024-11-09 15:04:53,2024-11-09 15:04:53,2,,,128,,Add description...
320,2024-11-09 15:04:53,2024-11-09 15:04:53,3,,,128,,Add description...
327,2024-11-09 15:08:31,2024-11-09 15:08:31,1,,,131,,Add description...
328,2024-11-09 15:08:31,2024-11-09 15:08:31,2,,,131,,Add description...
329,2024-11-09 15:08:31,2024-11-09 15:08:31,3,,,131,,Add description...
330,2024-11-09 15:08:31,2024-11-09 15:08:31,1,,,132,,Add description...
331,2024-11-09 15:08:31,2024-11-09 15:08:31,2,,,132,,Add description...
332,2024-11-09 15:08:31,2024-11-09 15:08:31,3,,,132,,Add description...
324,2024-11-09 15:04:53,2025-10-21 10:52:23,1,,,130,,วิเคราะห์ปัญหาทางการวิจัยด้านการพยาบาลอนามัยบนพื้นฐานความรู้เชิงประจักษ์
298,2024-11-09 15:03:58,2025-10-21 11:25:22,2,,,121,,ดำเนินโครงการวิจัยอย่างมีจริยธรรมทางการวิจัยและจริยธรรมเชิงวิชาการ
301,2024-11-09 15:03:58,2025-10-21 11:26:28,2,,,122,,ดำเนินการวิจัยตามแผนอย่างมีจริยธรรมทางการวิจัยและจริยธรรมเชิงวิชาการ
258,2024-11-09 15:03:28,2025-10-21 13:46:02,1,,,108,,วิเคราะห์ระบาดวิทยาโรคติดเชื้ออุบัติใหม่อุบัติซ้ำ และเชื้อดื้อยาต้านจุลชีพได้
262,2024-11-09 15:03:28,2025-10-21 13:47:20,2,,,109,,สอบสวนการระบาดของการติดเชื้อในโรงพยาบาลได้ โดยประยุกต์ใช้ความรู้ด้านระบาดวิทยา และความรู้ด้านการป้องกันและควบคุมการติดเชื้อได้
309,2024-11-09 15:04:53,2025-10-21 13:53:36,1,,,125,,อธิบายพยาธิสรีรวิทยาและเภสัชวิทยาประยุกต์สำหรับพยาบาล
310,2024-11-09 15:04:53,2025-10-21 13:53:36,2,,,125,,อธิบายพยาธิสภาพ อาการ และการจัดการโรคจากการประกอบอาชีพที่พบบ่อย
312,2024-11-09 15:04:53,2025-10-21 13:54:50,1,,,126,,ประเมินความเสี่ยงด้านสุขภาพและสิ่งแวดล้อมในการทำงาน
321,2024-11-09 15:04:53,2025-10-21 13:57:29,1,,,129,,อธิบายแนวคิดและหลักการสร้างเสริมสุขภาพในสถานประกอบการได้
339,2024-11-09 15:08:31,2024-11-09 15:08:31,1,,,135,,Add description...
340,2024-11-09 15:08:31,2024-11-09 15:08:31,2,,,135,,Add description...
341,2024-11-09 15:08:31,2024-11-09 15:08:31,3,,,135,,Add description...
342,2024-11-09 15:08:31,2024-11-09 15:08:31,1,,,136,,Add description...
343,2024-11-09 15:08:31,2024-11-09 15:08:31,2,,,136,,Add description...
344,2024-11-09 15:08:31,2024-11-09 15:08:31,3,,,136,,Add description...
348,2024-11-09 15:08:49,2024-11-09 15:08:49,1,,,138,,Add description...
349,2024-11-09 15:08:50,2024-11-09 15:08:50,2,,,138,,Add description...
350,2024-11-09 15:08:50,2024-11-09 15:08:50,3,,,138,,Add description...
351,2024-11-09 15:08:50,2024-11-09 15:08:50,1,,,139,,Add description...
352,2024-11-09 15:08:50,2024-11-09 15:08:50,2,,,139,,Add description...
353,2024-11-09 15:08:50,2024-11-09 15:08:50,3,,,139,,Add description...
360,2024-11-09 15:08:50,2024-11-09 15:08:50,1,,,142,,Add description...
361,2024-11-09 15:08:50,2024-11-09 15:08:50,2,,,142,,Add description...
362,2024-11-09 15:08:50,2024-11-09 15:08:50,3,,,142,,Add description...
363,2024-11-09 15:08:50,2024-11-09 15:08:50,1,,,143,,Add description...
364,2024-11-09 15:08:50,2024-11-09 15:08:50,2,,,143,,Add description...
365,2024-11-09 15:08:50,2024-11-09 15:08:50,3,,,143,,Add description...
372,2024-11-09 15:09:09,2024-11-09 15:09:09,1,,,146,,Add description...
373,2024-11-09 15:09:09,2024-11-09 15:09:09,2,,,146,,Add description...
374,2024-11-09 15:09:09,2024-11-09 15:09:09,3,,,146,,Add description...
375,2024-11-09 15:09:09,2024-11-09 15:09:09,1,,,147,,Add description...
376,2024-11-09 15:09:09,2024-11-09 15:09:09,2,,,147,,Add description...
377,2024-11-09 15:09:09,2024-11-09 15:09:09,3,,,147,,Add description...
384,2024-11-09 15:09:09,2024-11-09 15:09:09,1,,,150,,Add description...
385,2024-11-09 15:09:09,2024-11-09 15:09:09,2,,,150,,Add description...
386,2024-11-09 15:09:09,2024-11-09 15:09:09,3,,,150,,Add description...
387,2024-11-09 15:09:09,2024-11-09 15:09:09,1,,,151,,Add description...
388,2024-11-09 15:09:09,2024-11-09 15:09:09,2,,,151,,Add description...
389,2024-11-09 15:09:09,2024-11-09 15:09:09,3,,,151,,Add description...
393,2024-11-09 15:09:26,2024-11-09 15:09:26,1,,,153,,Add description...
394,2024-11-09 15:09:26,2024-11-09 15:09:26,2,,,153,,Add description...
395,2024-11-09 15:09:26,2024-11-09 15:09:26,3,,,153,,Add description...
396,2024-11-09 15:09:26,2024-11-09 15:09:26,1,,,154,,Add description...
397,2024-11-09 15:09:26,2024-11-09 15:09:26,2,,,154,,Add description...
398,2024-11-09 15:09:26,2024-11-09 15:09:26,3,,,154,,Add description...
405,2024-11-09 15:09:26,2024-11-09 15:09:26,1,,,157,,Add description...
406,2024-11-09 15:09:26,2024-11-09 15:09:26,2,,,157,,Add description...
407,2024-11-09 15:09:26,2024-11-09 15:09:26,3,,,157,,Add description...
408,2024-11-09 15:09:26,2024-11-09 15:09:26,1,,,158,,Add description...
409,2024-11-09 15:09:26,2024-11-09 15:09:26,2,,,158,,Add description...
410,2024-11-09 15:09:26,2024-11-09 15:09:26,3,,,158,,Add description...
414,2024-11-09 15:09:42,2024-11-09 15:09:42,1,,,160,,Add description...
415,2024-11-09 15:09:42,2024-11-09 15:09:42,2,,,160,,Add description...
416,2024-11-09 15:09:42,2024-11-09 15:09:42,3,,,160,,Add description...
417,2024-11-09 15:09:42,2024-11-09 15:09:42,1,,,161,,Add description...
370,2024-11-09 15:08:50,2025-10-21 11:03:12,2,,,145,,ดำเนินการวิจัยโดยใช้ระเบียบวิธีวิจัยที่ถูกต้องเหมาะสม
